station_id,station_name,nb_available_bikes
13117,Stade Georges Carpentier,21
92005,Gare de Nanterre Ville,37
22103,Senard - Charles Blum,3
92007,Pesaro - Préfecture,0
22009,Charles de Gaulle - Orléans,25
20117,Saint-Fargeau - Mortier,20
14128,Gergovie - Vercingétorix,12
13035,Choisy - Tolbiac,18
8101,Londres - Amsterdam,18
20047,Cours de Vincennes - Davout,1
12125,Pyramide - Parc Floral,6
31101,Jules Guesde - Laennec,16
31026,Demi-Lune - Aristide Briand,17
7024,Rapp - Place du Général Gouraud,0
12129,Bois de Vincennes - Porte Jaune,32
17001,Guy Môquet - Saint-Ouen,48
19113,Pré Saint-Gervais - Lilas,18
9016,Choron - Martyrs,7
10039,Sambre et Meuse - Villette,24
35004,Place du Président Salvador Allende,54
19036,Hôpital Robert Debré,0
33104,Square Edmond Pépin,18
22010,Charles de Gaulle - Louis-Philippe,0
8011,Clapeyron - Moscou,12
13021,Boussingault - Tolbiac,20
13020,Paul Klee - Place Augusta Holmes,26
8004,Malesherbes - Place de la Madeleine,41
11031,Jacquard - Ternaux,25
19124,Alexander Fleming - Belvédère,26
35011,Honoré d'Estienne d'Ovres - Grilles,9
14113,Santé - Arago,35
35015,Averroès - Aimé Césaire,11
32021,Place du Front Populaire - George Sand,22
9036,Athènes - Clichy,17
15019,Paul Barruel - Vaugirard,32
16007,Longchamp - Place d'Iéna,0
15125,Parc Suzanne Lenglen,10
10110,Louis Blanc - Jemmapes,26
15060,Place de la Montagne du Goulet,0
8013,Marignan - Champs-Elysées,0
12006,Gare de Lyon - Van Gogh,30
15131,Charles Lecocq - Lecourbe,24
10037,Quai de Valmy,19
13010,Place d'Italie - Vincent Auriol,28
20002,Square de la rue Pixérécourt,6
5029,Georges Bernanos - Port Royal,23
12150,Bastille - Quai de la Rapée,13
16014,Eylau - Trocadéro,14
13515,Auguste Blanqui - Glacière,52
13027,Mazagran - Pierre de Coubertin,9
13048,Wurtz - Tolbiac,24
41210,Hôtel de ville de Fontenay-sous-Bois,0
17029,Pierre Demours - Laugier,27
13039,Ivry - Simone Weil,12
10004,Metz - Faubourg Saint-Denis,40
19025,Botzaris - Crimée,0
6024,Saint-Germain-des-Prés,2
16009,Saint-Didier - Raymond Poincaré,11
11103,Pelée - Alphonse Baudin,29
16103,Traktir - Foch,19
9029,Saint-Lazare - Place d'Estienne d'Orves,26
21118,Neuilly - Petit,3
21203,Place Jules Ferry,25
5034,Censier - Santeuil,54
21316,Cimetière Communal,22
22013,Mairie de Neuilly sur Seine,23
11109,Pierre Levée - Fontaine Timbaud,18
14101,Gare Montparnasse - Edgar Quinet,27
7111,Ecole Militaire - Place Joffre,24
21115,Chancé Milly - Cimetière Communal Sud,18
8008,Joseph Sansboeuf - Saint Lazare,2
21029,Cours de l'Ile Seguin - Parc Billancourt,8
15072,Place Fernand Forest,5
21708,Marcel Yol - Jullien,17
42304,Marc Sangnier - Division Leclerc,4
15052,Convention - Vaugirard,6
31021,Résistance - Hoche,29
44002,Paul Vaillant-Couturier - Gare RER,8
16115,Raffet - Montmorency,38
15123,Commerce - Letellier,14
21307,Victor Cresson - Telles de la Poterie,21
21030,Fessart - Château,5
11032,Jean-Pierre Timbaud - Vaucouleurs,46
13121,Bruneseau - Quai d'Ivry,28
22604,Hôtel de Ville de Fontenay-aux-Roses,0
17033,Carnot - Général Lanrezac,24
12105,Bercy - Villot,12
10006,Petites Ecuries - Faubourg Saint-Denis,3
9101,Cadet - La Fayette,8
15043,Brancion - Lefebvre,9
17039,Place Saint-Ferdinand,34
11038,Temple - Charlot,37
20009,Docteurs Déjérine - Pte de Montreuil,0
21031,Cimetière communal,27
5107,Pontoise - La Tournelle,13
21213,Vanne - Général de Gaulle,19
16101,Malakoff - Place de la Porte Maillot,27
16024,Ranelagh - Maison de la Radio,15
21702,Gare SNCF Vanves-Malakoff,0
4111,Hôtel de Ville - Pont d'Arcole,10
42305,Vanne - Saussaies,18
19034,Porte de Pantin - Petits Ponts,0
16003,André Maurois - Joseph et Marie Hackin,17
21028,Pierre Lefaucheux - Traversière,30
20122,Vitruve - Davout,20
42003,Place de l'Insurrection d'Août 1944,16
20007,Buzenval - Avron,1
43401,Gare RER - Canadiens,32
42004,Westermeyer - Paul Vaillant-Couturier,2
15103,Cauchy - Cévennes,22
21219,Amaury Duval - Gabriel Péri,34
18017,Caulaincourt - Place Constantin Pecqueur,33
22008,Charles de Gaulle - Graviers,16
31025,Paul Signac - Aristide Briand,30
8549,George V - Christophe Colomb,17
13011,Hôpital - Campo-Formio,13
32301,Mairie de Romainville,17
5014,Jean Calvin - Tournefort,23
16030,Place de Barcelone - Mirabeau,0
32011,Stade de France,24
13033,Porte d'Italie,5
42701,Charles Gide - Fort de Bicêtre,26
20108,Jardin de l'Hospice Debrousse,16
16020,Place de la Porte de Passy,20
13126,Place Nationale - Château-des-Rentiers,8
10018,Square Alban Satragne,0
8020,Batignolles - Beudant,40
13128,Quai de la Gare - Pont de Bercy,0
12043,Daumesnil - Hébrard,11
17015,Place de Lévis,40
18027,Damrémont - Ordener,26
4001,Arcole - Notre-Dame,25
15023,La Motte-Picquet - Grenelle,34
23003,Président Wilson - Baudin,16
4016,Lobau - Hôtel de Ville,26
25001,Colmar - Victor Hugo,18
11021,Charonne - Pierre Bayle,15
14131,Jourdan - Monticelli,29
17023,Porte d'Asnières,20
19108,Gaston Tessier - Rosa Parks RER,24
44007,Camille Groult - Guy Môquet,11
42209,Place de l'Europe,2
4002,Marché aux fleurs,7
6008,Assas - Luxembourg,1
14010,Jean Moulin - Place Victor et Hélène Basch,31
42501,Raspail - Albert Schweitzer,15
35001,Jean Jaurès - Ouvrières Pivéreuses,8
15064,Javel - André Citroën,12
13109,Brillat-Savarin - Küss,10
12007,Gare de Lyon - Chalon,11
32013,Université,24
21204,Estienne d'Orves - Henri Ginoux,29
35007,Benjamin Delessert - Jean Lolive,0
43001,Paris - Laitières,16
22206,Louis Pasteur - Albert Petit,29
13106,Bobillot - Paulin Mery,15
17003,Jacques Kellner - Saint-Ouen,15
21217,Louis Rolland - République,24
15030,Emeriau - Beaugrenelle,22
9114,Faubourg Poissonnière - Dunkerque,26
16011,Victor Hugo - La Pompe,37
15062,Convention - Lourmel,20
23010,Voltaire - Anatole France,14
44101,Place Mongolfier,5
41403,Gare RER - Malleret-Joinville,6
47001,Place de la Gare,0
31007,Paris - Désiré Préaux,41
13032,Italie - Jardin Joan Miro,23
22408,Place du 14 Juillet,15
41101,Paul Doumer - Stalingrad,15
8037,Monceau - Malesherbes,29
27004,Gare de la Garenne-Colombes,21
24003,Place Charles de Gaulle,27
92001,Mairie de quartier du Plateau - Mont-Valérien,13
23004,Paul Vaillant-Couturier - Victor Hugo,0
43010,La Jarry - Place Diderot,21
44009,Gare RER les Ardoines,49
16002,Pergolèse - Malakoff,32
17107,Berthier - Place Stuart Merril,29
15057,Lucien Bossoutrot - Général Martial Vallin,27
18007,Goutte d'or - Barbès,13
46002,Rouget de Lisle,0
19128,Quai de l'Oise - Aisne,19
11017,Charonne - Bureau,35
18006,Square Louise Michel,30
21401,Mairie de Clamart,24
18038,Rond-Point de la Chapelle,0
15005,Place Jacques et Thérèse Tréfouël,39
15004,Vaugirard - Pasteur,18
13044,Place Jeanne d'Arc,26
9004,Gérando - Rochechouart,19
9027,Douai - Pierre Fontaine,19
17108,Bessières - Porte de Clichy,17
41205,Maréchal Joffre - Verdun,19
4020,Place Edmond Michelet,5
15022,Emile Zola - Fondary,23
9024,Taitbout - La Fayette,42
33015,Charles Tillon - Cimetière Communal,1
12018,Saint-Mandé - Fabre d'Eglantine,17
15311,Quai du Président Roosevelt - Pont Aval,17
35006,Delizy - Louis Nadot,17
15011,Cambronne - Villa Croix Nivert,30
1021,Halles - Bourdonnais,2
22015,Île de la Jatte,12
15071,Suffren - Champ de Mars,16
4021,Centre Georges Pompidou,11
35012,Candale - Mehul,25
17111,Lemercier - Cardinet,0
44016,Balzac - Olympes de Gouges,17
44005,Place Saint-Just,14
17119,Toqueville - Cardinet,0
16001,Portugais - Kléber,25
18041,Rochechouart - Martyrs,13
7017,La Motte-Picquet - La Tour Maubourg,20
51002,Placette Grégoire Collas,13
32601,Porte des Lilas - Faidherbe,27
15102,Square Bela Bartok,0
33016,Fort d'Aubervilliers,13
10151,Gare du Nord - Faubourg Saint-Denis,11
6012,Saint-Germain - Ciseaux,2
12005,Crozatier - Faubourg Saint-Antoine,20
27005,Gare du Stade,10
17106,Berthier - Porte de Clichy,0
9102,Londres - Place d'Estienne d'Orves,14
12026,Place Ginette Hamelin,13
21501,Pont de Suresnes,20
21319,Esplanade du Foncet - Camille Desmoulins,20
13009,Auguste Blanqui - Corvisart,21
18044,Clichy - Douai,26
92006,Place Nelson Mandela,25
8057,Hoche - Tilsitt,24
9006,Dunkerque - Trudaine,14
21314,Chemin de Bretagne,22
18030,Joseph Dijon - Ornano,28
31005,Square Denise Buisson,33
13516,Glacière - Soeur Catherine Marie,23
5024,Place Monge,14
14137,Maurice d'Ocagne - General Maudhuy,23
12155,Rottembourg - Général Michel Bizot,37
2108,Vivienne - Montmartre,29
48010,Karl Marx,16
10021,Marché Saint-Quentin,8
9011,Geoffroy - Marie,0
13025,Place de Rungis,22
12028,Vivaldi - Antoine-Julien Hénard,24
9034,Godot de Mauroy - Madeleine,6
12035,Madagascar - Meuniers,25
15039,Abbé Groult - Convention,0
1003,Saint-Denis - Rivoli,21
5115,Buffon - Jardin des Plantes,3
41211,Louis Xavier de Ricard - Ancienne Mairie,32
44011,Lebrun - Colonel Fabien,23
4010,Saint-Antoine Sévigné,3
7109,Place Joffre - Frédéric le Play,24
21707,Square Etienne Jarousse,0
4104,Sebastopol - Rambuteau,3
4019,Cloître Saint-Merri - Renard,0
51001,Gare d'Argenteuil,17
8027,Mairie du 8ème,12
8116,Champs-Elysees - Bassano,17
21315,Jules Guesdes - Général de Gaulle,14
2112,Bibliothèque Nationale,8
6022,Marché Saint-Germain,12
15006,Cherche-Midi - Hôpital Necker,33
12101,Charenton - Prague,11
21402,Place Aimé Césaire,22
3102,Bourg l'Abbé - Saint-Martin,23
15129,Hôpital Necker,35
9007,Condorcet - Turgot,17
14125,Dareau - Broussais,18
21303,Jean Monnet - Iles,9
33014,Parc Eli Lotar,17
17024,Villiers - Batignolles,16
13052,Leredde - Tolbiac,21
41203,Stalingrad - Rigollots,0
15127,Place Charles Michels,16
23102,Hôtel de Ville,28
15036,Croix Nivert - Square Saint-Lambert,26
14032,Mairie du 14ème,27
20105,Benoît Frachon - République,15
15018,Dutot - Place Alleray,0
33103,Jean Jaurès - Jules Jacquemin,18
41401,Marne - Charles de Gaulle,4
6002,Saint-Benoît - Jacob,10
18039,Jardins d'Eole,17
14031,Didot - Place de Moro-Giafferi,19
20044,Davout - Volga,0
16019,Porte de la Muette,0
33012,Landy - Heurtault,0
10019,Paradis - Hauteville,9
13018,Bruant - Vincent Auriol,0
14011,Place des Droits de l'Enfant,0
11001,Richard Lenoir - Place de la Bastille,10
11033,Bréguet - Sabin,5
11011,Richard Lenoir - Voltaire,17
17009,Paul Bodin - Clichy,24
16005,Raymond Poincaré - Place Victor Hugo,1
15008,Sèvres - Lecourbe,47
20022,Porte de Bagnolet,0
18026,Ruisseau - Ordener,22
5007,Ecoles - Carmes,0
14026,Plantes - Moulin Vert,2
16105,Crevaux - Bugeaud,0
26004,Gare RER les Grésillons,6
11112,Jules Vallès - Charonne,15
16036,Porte Molitor,45
42505,Charles Frérot - Albert Guilpin,5
1020,Cambon - Rivoli,1
12036,Reuilly - Place Felix Eboue,26
6010,Chevreuse - Montparnasse,6
8044,Alfred de Vigny - Place du Général Brocard,31
8031,Jean Mermoz - Champs-Elysées,0
1006,Grande Truanderie - Saint-Denis,18
12015,Place de la Nation - Picpus,0
18139,Poissonniers - Championnet,13
16012,Flandrin - Longchamp,29
8117,Place de la Madeleine - Royale,5
4006,Bourdon - Pont Morland,3
19110,Square Claude Bernard,14
8103,Artois - Berri,7
22201,Henri Ravera - Gabriel Péri,23
3008,Perle - Vieille du Temple,23
5015,Epée de Bois - Mouffetard,26
10032,Claude Vellefaux - Hôpital Saint-Louis,23
48004,Maxime Gorki - Louis Aragon,7
45002,Roger Salengro - Général de Gaulle,5
16042,Murat - Porte de Saint-Cloud,28
15001,Gare Montparnasse - Arrivée,1
15128,Cadix - Hameau,35
44014,Camille Risch - Paul Armangot,17
12037,Reuilly - Daumesnil,30
22012,Madeleine Michelis - Roule,0
20001,Place de la Nation - Charonne,32
47003,Charentonneau - Maisons Alfort,5
18004,Place des Abbesses,8
20034,Sorbier - Ménilmontant,17
16013,Mairie du 16ème,31
21309,Mairie d'Issy les Moulineaux,16
9009,Square Montholon,10
20104,Louis Lumière,12
14103,Maine - Liancourt,0
20008,Pyrénées - Avron,0
10038,Place du Colonel Fabien,19
7012,Cité Vaneau,10
18034,Leibniz - Jean Dollfus,0
6104,Herschel - Observatoire,26
20024,Gambetta - Père Lachaise,26
10034,Louis Blanc - La Chapelle,16
12019,Gare de Reuilly - Picpus,6
16102,Pergolèse - Marbeau,22
18140,Porte de Clignancourt - Ney,9
14135,Jourdan - Cité Universitaire,20
17019,Phalsbourg - Villiers,0
14036,Boulard - Daguerre,32
9037,Parme - Clichy,23
3010,Beaubourg - Michel-le-Comte,0
13005,Cordelières - Arago,0
12156,Niger - Soult,16
16037,Molitor - Michel-Ange,33
8110,Gare Saint-Lazare - Stockholm,0
1007,Turbigo - Française,0
19002,Centquatre,27
13123,Bibliothèque Nationale de France,42
41405,Place de l'Europe,6
19010,Emile Reynaud - Porte de la Villette,12
3011,Turbigo - Réaumur,15
22301,Chausson - Gabriel Péri,4
15132,Bargue -  Dutot,12
21953,Gare de Bellevue,0
3001,Beaumarchais - Saint-Gilles,37
20006,Pyrénées - Plaine,7
2015,Louis le Grand - Italiens,0
12112,Charenton - Jardiniers,0
19046,Porte de Pantin,17
21506,Maurice Payret-Dortail,18
4103,Archives - Rivoli,7
20029,Frères Flavien - Porte des Lilas,19
3005,Sainte-Elisabeth - Turbigo,19
22503,Joffre - Aigle,16
1102,Française - Etienne Marcel,17
22303,Lucien Lanternier - Le Luth,10
13017,Nationale - Vincent Auriol,29
2002,Etienne Marcel - Montorgueil,0
3012,Square Emile - Chautemps,15
2021,Cléry - Montmartre,36
2005,Montmartre - Etienne Marcel,12
19129,Solitaires - Place des Fêtes,28
3009,Temple - Haudriettes,1
14132,Bézout - Général Leclerc,22
26005,Hôtel de Ville,4
14022,Didot - Mariniers,31
24006,Adolphe Lalyre - Armand Silvestre,31
2003,Saint-Denis - Réaumur,29
23702,Hôtel de Ville,0
12020,Cours de Vincennes - Soult,45
13125,Gare d'Austerlitz - Pont Charles de Gaulle,43
19012,Lally-Tollendal - Armand Carrel,21
22502,Kléber - National,0
15111,Olivier de Serres - Leriche,11
3006,Mairie du 3ème,0
21507,Gardenat-Lapostol - Velettes,15
4014,Blancs-Manteaux - Archives,0
14023,Adolphe Pinard - Victor Hugo,41
5122,Saint-Michel - Luxembourg,0
3004,Place de la République - Temple,1
1014,Rivoli - Musée du Louvre,1
44001,Quai Jules Guesde - Saint-Simon,30
22504,Château - République,15
9111,Victoire - Laffitte,10
48005,Eugène Varlin - Place de la Paix,18
4005,Quai des Célestins - Henri IV,11
41208,Alouettes - Maréchal de Lattre de Tassigny,10
3002,Saint-Gilles - Turenne,2
4015,Mairie du 4ème,28
3003,Fille du Calvaire - Turenne,8
4017,Place de l'Hôtel de Ville,5
4012,Tiron - Rivoli,0
10041,Gare du Nord - La Chapelle,14
4009,Village Saint-Paul,24
19111,Cesaria Evora - Rosa Parks,29
26006,Bas - Gabriel Péri,13
2012,Choiseul - Quatre Septembre,25
12163,Hippodrome Paris-Vincennes,0
42704,Mairie du Kremlin-Bicêtre,0
14133,Froidevaux - Boulard,26
16044,Porte de Saint Cloud - Parc des Princes,25
18136,Poulet - Barbès,20
42026,Barbès - Monique Maunoury,32
2004,Square Pierre Lazareff,5
1012,Jean-Jacques Rousseau - Deux Ecus,9
12164,Stade Pershing,0
4018,Saint-Bon - Rivoli,14
12165,Champs de Manoeuvre - Cartoucherie,0
21505,Édouard Vaillant - Place Jean Jaurès,21
2016,Aboukir - Alexandrie,17
1017,Saint-Honoré - 29 juillet,4
13054,Pau Casals - Neuve Tolbiac,5
31104,Mairie de Rosny-sous-Bois,24
19130,Place Paul Delouvrier,26
22506,Gare des Vallées,14
13038,Choisy - Malmaisons,16
27001,Square Victor Basch,14
2009,Filles Saint-Thomas - Place de la Bourse,46
9039,Chaussée d'Antin - Haussmann,1
2008,Mairie du 2ème,1
14134,Château - Place de Catalogne,29
1026,Place du Lieutenant Henri Karcher,14
23101,Grande Rue - Europe,13
1018,Alger - Rivoli,11
1025,Oratoire - Rivoli,3
1116,Ventadour - Opéra,8
18112,Arthur Ranc - Hôpital Bichat,4
22601,Marx Dormoy - Château Sainte-Barbe,14
6026,Saint-Placide - Cherche Midi,54
42018,Amédée Huon - Fort d'Ivry,23
1023,Saint-Honoré - Musée du Louvre,8
12166,Parc Floral du Bel Air,0
17021,Jouffroy d'Abbans - Villiers,1
5003,Le Goff - Gay-Lussac,0
6007,Bréa - Raspail,16
42028,Stalingrad - Ludwig Van Beethoven,0
3007,Archives - Pastourelle,9
31020,Résistance - Parmentier,29
22603,Place de la Division Leclerc,22
12113,Cardinal Lavigerie,0
1024,Coquillière - Louvre,16
42019,Lampes,16
2006,Place des Victoires,15
1013,Place du Palais Royal,47
2020,Danielle Casanova - Opéra,12
9019,Victor Massé - Jean-Baptiste Pigalle,13
16010,Belles Feuilles - Place de Mexico,21
2109,Réaumur - Montmartre,16
23042,André Theuriet - Blagis,0
1015,Place André Malraux,12
1008,Les Halles - Saint-Eustache,17
32020,Jules Guesdes - Carnot,10
19118,Simon Bolivar - Henri Turot,0
21011,Silly - Louis Blériot,15
44008,Youri Gagarine - Commune de Paris,17
23301,Les Blagis,18
12016,Saint-Mande - Picpus,23
20010,Sorbier - Gasnier-Guy,23
23103,Manufacture Nationale,14
20140,Paganini - Davout,13
2022,Saint-Fiacre - Poissonière,0
20048,Bagnolet - Place Saint-Blaise,0
23303,Gare de Robinson,10
45004,République - Louis Loucheur,30
42022,Gare RER - Maurice Grandcoing,17
17020,Jouffroy d'Abbans - Malesherbes,24
5027,Gobelins - Port-Royal,27
23703,Gare de Chaville Rive Gauche,11
42024,Danielle Casanova - Ledru-Rollin,22
21704,Place du Maréchal de Lattre de Tassigny,8
19121,Belleville -  Pré Saint-Gervais,17
19114,Manin - Secrétan,19
12123,Château de Vincennes,0
24004,Paix - Verdun,24
21002,Place Denfert-Rochereau,5
8018,Saint-Augustin,0
13024,Bobillot - Tolbiac,28
21022,Dôme - République,14
13015,Chevaleret - Louise Weiss,24
11022,Roquette - Auguste Laurent,11
19006,Mathis - Flandre,0
20003,Pyrénées - Cours de Vincennes,3
15024,Suffren - La Motte-Piquet,21
23041,Général Leclerc - Bièvre,18
13116,Place du Docteur Yersin,47
9025,Taitbout - Châteaudun,0
11111,Léon Frot - Charonne,4
13006,Duméril - Jeanne d'Arc,32
12119,Dom-Pérignon - Gravelle,1
15069,Félix Faure - Convention,30
15041,Franquet - Labrouste,1
48006,Maxime Gorki - Paul Vaillant-Couturier,16
15012,Cambronne - Mademoiselle,0
18016,Francoeur - Caulaincourt,29
19117,Euryale Dehaynin - Loire,14
18010,Riquet - Marx Dormoy,22
15053,Lecourbe - Convention,32
10003,Hauteville - Bonne Nouvelle,11
8040,Pierre Charron - Champs-Elysées,27
8052,Balzac - Champs Elysées,20
41103,Place de la vache noire,22
17036,Place Tristan Bernard,22
41602,Place Charles Digeon,19
13028,Gouthière - Poterne des Peupliers,20
11014,Place de la Nation - Taillebourg,9
14027,Gergovie - Alésia,0
16025,Jean de la Fontaine - Boulainvilliers,0
20110,Gambetta - Tourelles,1
42303,Place Eustache Deschamps,3
20032,Square des Amandiers,0
48002,LCL Campus - Place Oscar Niemeyer,31
41605,Général De Gaulle - Vivien,20
12102,Bercy - Traversiére,13
18047,St-Ouen - Lamarck,37
20012,Buzenval - Vignoles,15
19119,Edouard Pailleron - Bouret,22
13120,Pierre Joseph Desault,0
35013,Guillaume Tell - Parc Henri Barbusse,0
20020,Pyrénées - Charles Renouvier,0
15050,Dominique Pado - Croix Nivert,17
13036,Olympiades,20
24005,Edith Cavell - Volta,21
43007,Hôtel de Ville de Vincennes,21
14004,Port Royal - Hôpital Cochin,22
12008,Hector Malot - Daumesnil,41
14035,Maine - Jean Zay,42
22404,Pierre Brossolette - 12 Février 1934,18
14005,René Coty - Place Denfert-Rochereau,11
14009,Tombe Issoire - René Coty,0
16017,Siam - La Pompe,15
18021,Marcadet - Ramey,12
16116,George Sand - Jean de La Fontaine,21
15045,Porte de la Plaine,28
20013,Alexandre Dumas - Place de la Réunion,8
5033,Saint-Séverin - Saint-Michel,24
21021,Enfants du Paradis - Peupliers,1
18108,Evangile - Aubervilliers,0
25004,Marcel Pourtout - Édouard Manet,8
12022,Sahel - Général Michel Bizot,20
15027,Duhamel - André Gide,0
21023,Ancienne Mairie - André Morizet,8
8046,Marceau - Président Wilson,15
7023,Bourdonnais - Tour Eiffel,5
31105,Lavoisier - Missak Manouchian,0
17117,Pereire - Saussure,0
42205,Place Aristide Briand,1
20014,Charonne - Alexandre Dumas,13
43004,Montreuil - République,0
8007,Rome - Provence,0
7010,Constantine - Université,61
17006,Guy Môquet - Compoint,3
17110,Legendre - Nollet,28
6025,Assas - Rennes,0
31701,Mairie de Bagnolet,22
19102,Rampal - Belleville,16
11029,Ménilmontant - Oberkampf,36
20106,Mairie du 20ème,3
20005,Reynaldo Hahn - Lagny,12
24007,Jean-Baptiste Charcot - Sainte-Geneviève,12
15114,Pasteur - Cotentin,27
13055,M.- A. Lagroua Weill-Hallé -  F. Dolto,46
19014,Lorraine - Jean Jaurès,0
12122,Bois de Vincennes - Polygone,1
15120,Colonel Pierre Avia,0
18101,Championnet,5
21205,Arthur Auger - Jean Jaurès,19
21207,Verdier - République,0
16033,Marché d'Auteuil,0
6028,Quatre Vents - Carrefour de l'Odéon,0
15044,Dantzig - Lefebvre,0
22014,Victor Hugo - Bineau,19
8003,Galilée - Vernet,1
15014,Volontaires - Vaugirard,0
16023,Passy - Place du Costa Rica,17
21027,Fief - République,21
11028,Guillaume Bertrand - République,34
6004,Regard - Rennes,32
10031,Louis Blanc - Aqueduc,34
11016,Philippe-Auguste,40
12040,Porte de Charenton,57
25002,Hôtel de Ville de Rueil-Malmaison,13
15113,Arsonval - Falguière,1
20033,Etienne Dolet - Place Maurice Chevalier,1
18018,Carpeaux - Place Jacques Froment,12
6020,Place Saint-André des Arts,19
16022,Jean Bologne - Passy,17
13013,Saint-Marcel - Hôpital,15
20011,Pyrénées - Dagorno,18
14025,Jacquier - Didot,0
13008,Place d'Italie - Soeur Rosalie,35
8039,Colisée - Champs-Elysées,3
6005,Montparnasse -  Square Ozanam,0
13023,Bobillot - Moulin des Prés,19
21007,Rond-Point Rhin et Danube,41
19007,Flandre - Ourcq,12
21016,Point du Jour - Jean Jaurès,8
5105,Geoffroy-Saint-Hilaire - Saint-Marcel,1
19001,Crimée - Ourcq,41
19123,Metz - Marne,11
12017,Saint-Mandé - Docteur Arnold Netter,25
21107,Bertrand Sincholle - Henri Barbusse,14
16104,Paul Valery - Victor Hugo,28
5031,Lacépède - Linné,43
22007,Commandant Charcot - Bretteville,0
12039,Général Michel Bizot - Claude Decaen,26
13037,Ivry - Baudricourt,20
11018,Saint-Maur - République,32
6009,Guynemer - Jardin du Luxembourg,23
16139,Suresnes - Muette à Neuilly,0
27006,Victor Hugo - Gare,0
14139,Pierre - Larousse,27
